CPI for Urban Wage Earners and Clerical Workers (CPI-W),,,,,
Original Data Value,,,,,
,,,,,
Series Id:,CWUR0000SAF1,,,,
Not Seasonally Adjusted,,,,,
Series Title:,"Food in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",,,,
Area:,U.S. city average,,,,
Item:,Food,,,,
Base Period:,1982-84=100,,,,
Years:,1935 to 2020,,,,
,,,,,
Series ID,Year,Period,Value,,
CWUR0000SAF1,2011,M04,225.439,,
CWUR0000SAF1,2011,M05,226.257,,
CWUR0000SAF1,2011,M06,226.610,,
CWUR0000SAF1,2011,M07,227.585,,
CWUR0000SAF1,2011,M08,228.911,,
CWUR0000SAF1,2011,M09,229.967,,
CWUR0000SAF1,2011,M10,230.406,,
CWUR0000SAF1,2011,M11,230.143,,
CWUR0000SAF1,2011,M12,230.624,,
CWUR0000SAF1,2011,S01,224.644,,
CWUR0000SAF1,2011,S02,229.606,,
CWUR0000SAF1,2012,M01,231.980,,
CWUR0000SAF1,2012,M02,231.806,,
CWUR0000SAF1,2012,M03,232.126,,
CWUR0000SAF1,2012,M04,232.550,,
CWUR0000SAF1,2012,M05,232.594,,
CWUR0000SAF1,2012,M06,232.865,,
CWUR0000SAF1,2012,M07,232.958,,
CWUR0000SAF1,2012,M08,233.495,,
CWUR0000SAF1,2012,M09,233.558,,
CWUR0000SAF1,2012,M10,234.106,,
CWUR0000SAF1,2012,M11,234.106,,
CWUR0000SAF1,2012,M12,234.563,,
CWUR0000SAF1,2012,S01,232.320,,
CWUR0000SAF1,2012,S02,233.798,,
CWUR0000SAF1,2013,M01,235.535,,
CWUR0000SAF1,2013,M02,235.434,,
CWUR0000SAF1,2013,M03,235.490,,
CWUR0000SAF1,2013,M04,235.915,,
CWUR0000SAF1,2013,M05,235.585,,
CWUR0000SAF1,2013,M06,235.986,,
CWUR0000SAF1,2013,M07,236.186,,
CWUR0000SAF1,2013,M08,236.648,,
CWUR0000SAF1,2013,M09,236.759,,
CWUR0000SAF1,2013,M10,237.015,,
CWUR0000SAF1,2013,M11,236.780,,
CWUR0000SAF1,2013,M12,236.986,,
CWUR0000SAF1,2013,S01,235.658,,
CWUR0000SAF1,2013,S02,236.729,,
CWUR0000SAF1,2014,M01,237.976,,
CWUR0000SAF1,2014,M02,238.696,,
CWUR0000SAF1,2014,M03,239.619,,
CWUR0000SAF1,2014,M04,240.599,,
CWUR0000SAF1,2014,M05,241.549,,
CWUR0000SAF1,2014,M06,241.556,,
CWUR0000SAF1,2014,M07,242.284,,
CWUR0000SAF1,2014,M08,243.178,,
CWUR0000SAF1,2014,M09,244.067,,
CWUR0000SAF1,2014,M10,244.538,,
CWUR0000SAF1,2014,M11,244.543,,
CWUR0000SAF1,2014,M12,245.277,,
CWUR0000SAF1,2014,S01,239.999,,
CWUR0000SAF1,2014,S02,243.981,,
CWUR0000SAF1,2015,M01,245.866,,
CWUR0000SAF1,2015,M02,245.921,,
CWUR0000SAF1,2015,M03,245.369,,
CWUR0000SAF1,2015,M04,245.400,,
CWUR0000SAF1,2015,M05,245.382,,
CWUR0000SAF1,2015,M06,245.915,,
CWUR0000SAF1,2015,M07,246.221,,
CWUR0000SAF1,2015,M08,246.884,,
CWUR0000SAF1,2015,M09,247.925,,
CWUR0000SAF1,2015,M10,248.268,,
CWUR0000SAF1,2015,M11,247.434,,
CWUR0000SAF1,2015,M12,246.953,,
CWUR0000SAF1,2015,S01,245.642,,
CWUR0000SAF1,2015,S02,247.281,,
CWUR0000SAF1,2016,M01,247.610,,
CWUR0000SAF1,2016,M02,247.817,,
CWUR0000SAF1,2016,M03,246.994,,
CWUR0000SAF1,2016,M04,247.456,,
CWUR0000SAF1,2016,M05,246.768,,
CWUR0000SAF1,2016,M06,246.432,,
CWUR0000SAF1,2016,M07,246.497,,
CWUR0000SAF1,2016,M08,246.630,,
CWUR0000SAF1,2016,M09,246.841,,
CWUR0000SAF1,2016,M10,246.977,,
CWUR0000SAF1,2016,M11,246.197,,
CWUR0000SAF1,2016,M12,246.081,,
CWUR0000SAF1,2016,S01,247.180,,
CWUR0000SAF1,2016,S02,246.537,,
CWUR0000SAF1,2017,M01,246.968,,
CWUR0000SAF1,2017,M02,247.498,,
CWUR0000SAF1,2017,M03,247.881,,
CWUR0000SAF1,2017,M04,248.351,,
CWUR0000SAF1,2017,M05,248.701,,
CWUR0000SAF1,2017,M06,248.474,,
CWUR0000SAF1,2017,M07,249.080,,
CWUR0000SAF1,2017,M08,249.377,,
CWUR0000SAF1,2017,M09,249.836,,
CWUR0000SAF1,2017,M10,250.146,,
CWUR0000SAF1,2017,M11,249.585,,
CWUR0000SAF1,2017,M12,249.941,,
CWUR0000SAF1,2017,S01,247.979,,
CWUR0000SAF1,2017,S02,249.661,,
CWUR0000SAF1,2018,M01,251.108,,
CWUR0000SAF1,2018,M02,250.975,,
CWUR0000SAF1,2018,M03,251.062,,
CWUR0000SAF1,2018,M04,251.888,,
CWUR0000SAF1,2018,M05,251.651,,
CWUR0000SAF1,2018,M06,251.849,,
CWUR0000SAF1,2018,M07,252.373,,
CWUR0000SAF1,2018,M08,252.736,,
CWUR0000SAF1,2018,M09,253.093,,
CWUR0000SAF1,2018,M10,252.985,,
CWUR0000SAF1,2018,M11,253.025,,
CWUR0000SAF1,2018,M12,253.826,,
CWUR0000SAF1,2018,S01,251.422,,
CWUR0000SAF1,2018,S02,253.006,,
CWUR0000SAF1,2019,M01,255.082,,
CWUR0000SAF1,2019,M02,255.846,,
CWUR0000SAF1,2019,M03,256.322,,
CWUR0000SAF1,2019,M04,256.335,,
CWUR0000SAF1,2019,M05,256.638,,
CWUR0000SAF1,2019,M06,256.582,,
CWUR0000SAF1,2019,M07,256.828,,
CWUR0000SAF1,2019,M08,256.950,,
CWUR0000SAF1,2019,M09,257.423,,
CWUR0000SAF1,2019,M10,258.129,,
CWUR0000SAF1,2019,M11,257.799,,
CWUR0000SAF1,2019,M12,258.221,,
CWUR0000SAF1,2019,S01,256.134,,
CWUR0000SAF1,2019,S02,257.558,,
CWUR0000SAF1,2020,M01,259.489,,
CWUR0000SAF1,2020,M02,260.264,,
CWUR0000SAF1,2020,M03,261.103,,
CWUR0000SAF1,2020,M04,265.458,,
CWUR0000SAF1,2020,M05,267.366,,
CWUR0000SAF1,2020,M06,268.628,,
CWUR0000SAF1,2020,M07,267.730,,
CWUR0000SAF1,2020,M08,267.845,,
CWUR0000SAF1,2020,M09,267.877,,
CWUR0000SAF1,2020,M10,268.528,,
CWUR0000SAF1,2020,M11,267.683,,
CWUR0000SAF1,2020,M12,268.602,,
CWUR0000SAF1,2020,S01,263.718,,
CWUR0000SAF1,2020,S02,268.044,,
